placement	415_mean	415_ptp	415_std	415_median	415_var	445_mean	445_ptp	445_std	445_median	445_var	480_mean	480_ptp	480_std	480_median	480_var	515_mean	515_ptp	515_std	515_median	515_var	555_mean	555_ptp	555_std	555_median	555_var	590_mean	590_ptp	590_std	590_median	590_var	630_mean	630_ptp	630_std	630_median	630_var	680_mean	680_ptp	680_std	680_median	680_var	910_mean	910_ptp	910_std	910_median	910_var
uncoupled moving coupled	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous
moving	1260.625	423	148.489	1180.0	22048.8	4758.250	1600	547.751	4468.5	300031	2350.125	786	275.21	2199.0	75740.7	7096.250	2383	833.856	6642.0	695315	10275.875	3969	1144.55	9965.5	1.30999e+06	12251.125	4768	1424.66	11769.0	2.02965e+06	11965.250	4619	1397.69	11466.5	1.95354e+06	6477.875	2557	765.458	6211.0	585926	1782.125	610	225.893	1915.0	51027.6
moving	1297.125	278	80.0633	1298.5	6410.12	4913.375	1168	330.968	4923.0	109540	2434.125	533	153.959	2442.0	23703.3	7317.000	1593	462.16	7345.0	213591	10742.000	1572	507.502	10898.0	257558	12853.875	1784	585.759	13037.5	343114	12539.375	1732	562.844	12700.5	316793	6809.125	931	307.531	6900.5	94575.6	1613.875	527	152.234	1638.0	23175.3
moving	1346.750	151	54.8993	1357.0	3013.93	5103.500	650	240.875	5153.5	58020.6	2530.500	296	108.367	2555.5	11743.4	7596.250	896	325.488	7661.5	105942	12091.000	2719	843.435	11996.0	711383	14408.625	3054	953.743	14384.0	909625	13997.625	2837	897.09	14026.5	804770	7589.625	1437	477.296	7632.5	227811	1855.125	582	192.678	1882.0	37124.7
moving	1420.500	320	106.703	1412.0	11385.4	5429.500	1173	378.834	5386.0	143515	2677.625	583	185.431	2660.0	34384.8	8031.125	1702	561.898	7975.5	315729	12141.125	1805	623.257	12162.5	388449	14411.875	1906	666.291	14439.5	443943	13980.375	1669	598.961	13955.5	358755	7558.375	828	305.067	7506.5	93066	1840.375	315	117.253	1866.5	13748.3
coupled	1793.750	166	44.9532	1790.5	2020.79	6857.250	656	177.589	6843.0	31537.9	3398.875	310	86.2545	3391.0	7439.84	10003.375	913	250.47	9977.0	62735.4	14669.250	1402	486.954	14846.0	237124	17478.500	1637	565.972	17685.5	320324	17194.500	1566	528.837	17356.5	279669	9331.625	815	275.775	9408.0	76052	2345.625	173	58.3999	2366.5	3410.55
coupled	1713.750	41	15.9262	1712.5	253.643	6524.875	165	65.2083	6521.0	4252.12	3272.000	89	34.6245	3275.5	1198.86	9583.125	246	96.8245	9582.0	9374.98	14190.875	757	262.528	14075.0	68921	16939.375	822	287.105	16804.5	82429.4	16797.125	788	272.013	16690.5	73991	9158.250	421	144.645	9110.5	20922.2	2289.625	79	27.0552	2276.0	731.982
coupled	1696.125	104	42.3875	1678.0	1796.7	6462.250	431	175.094	6387.5	30657.9	3252.250	200	80.861	3218.5	6538.5	9488.250	602	245.966	9384.0	60499.1	13832.125	724	230.822	13761.0	53279	16511.875	805	256.076	16431.0	65575	16455.375	724	227.395	16392.0	51708.3	9002.750	367	113.651	8976.0	12916.5	2248.875	76	24.7873	2240.0	614.411
moving	1629.500	427	144.679	1685.0	20932	6202.250	1679	568.656	6421.5	323370	3130.875	834	281.885	3238.0	79459	9128.000	2394	809.76	9438.0	655711	12925.000	4716	1814.43	13839.0	3.29216e+06	15408.375	5585	2145.32	16488.5	4.60238e+06	15393.250	5442	2077.97	16432.0	4.31796e+06	8434.750	2984	1138.02	9003.5	1.29509e+06	2158.875	445	169.383	2242.5	28690.7
moving	1018.000	222	94.2338	1017.0	8880	3862.750	834	353.779	3857.0	125160	1954.250	415	177.232	1950.0	31411.1	5688.875	1270	539.39	5681.0	290942	8235.500	2075	755.084	7871.0	570153	9791.625	2515	917.818	9345.0	842390	9852.000	2546	932.53	9394.5	869611	5386.125	1389	509.413	5134.5	259502	1712.625	227	82.5728	1675.0	6818.27
uncoupled	983.250	26	10.5119	981.5	110.5	3730.625	103	40.7253	3722.5	1658.55	1883.750	49	19.2929	1880.0	372.214	5492.375	151	60.4978	5480.5	3659.98	8032.375	310	107.451	8059.0	11545.7	9527.250	359	124.471	9558.0	15493.1	9552.625	350	121.797	9581.0	14834.6	5216.500	184	64.803	5231.0	4199.43	1698.125	35	11.6305	1700.0	135.268
uncoupled	993.500	38	12.5357	990.0	157.143	3761.875	141	45.5143	3748.0	2071.55	1902.125	69	22.8938	1895.5	524.125	5549.500	217	71.8769	5529.0	5166.29	8176.125	585	183.925	8097.0	33828.4	9711.375	703	220.18	9617.5	48479.1	9745.000	704	220.005	9653.0	48402	5324.125	384	119.91	5275.5	14378.4	1715.875	67	21.0607	1707.5	443.554
moving	1119.375	196	80.477	1079.5	6476.55	4268.125	853	320.831	4082.0	102932	2159.000	448	169.348	2060.0	28678.9	6308.125	1276	487.13	6034.5	237295	9378.750	3398	1136.27	9006.5	1.2911e+06	11332.375	3910	1391.9	10881.5	1.93738e+06	11390.125	3929	1389.22	10961.5	1.92992e+06	6211.125	2194	756.776	5989.0	572710	1591.000	891	298.813	1699.0	89289.1
moving	1216.875	437	148.358	1261.5	22010.1	4687.250	1690	567.218	4831.0	321737	2366.625	829	275.963	2448.0	76155.7	6875.000	2451	825.414	7127.0	681309	9879.750	3738	1170.51	9541.0	1.3701e+06	11899.375	4302	1333.09	11554.0	1.77713e+06	11884.125	4249	1283.62	11636.5	1.64769e+06	6457.250	2245	676.639	6343.0	457840	1405.500	724	223.895	1361.5	50129.1
moving	1319.625	383	142.843	1386.0	20404	5114.000	1532	561.807	5333.0	315627	2579.625	766	275.952	2700.5	76149.4	7503.625	2193	799.549	7883.5	639279	10365.000	2489	974.736	10719.5	950110	12419.625	2610	1073.56	12873.0	1.15254e+06	12326.250	2444	974.495	12788.0	949640	6690.750	1346	536.154	6923.5	287461	1484.875	524	204.322	1556.0	41747.6
moving	1299.750	393	123.53	1318.0	15259.6	4997.375	1535	464.933	5076.0	216163	2535.250	741	225.201	2573.0	50715.4	7378.750	2163	665.494	7522.0	442882	10269.250	4844	1993.53	9820.5	3.97416e+06	12318.250	5752	2333.67	11781.0	5.44602e+06	12211.750	5804	2279.38	11618.5	5.19558e+06	6633.375	3145	1239.1	6312.0	1.53537e+06	1448.375	959	403.771	1325.5	163031
coupled	1925.250	80	29.129	1935.0	848.5	7325.375	299	110.722	7365.0	12259.4	3637.375	130	51.2304	3659.0	2624.55	10656.125	422	153.61	10712.5	23596.1	15607.875	1316	444.462	15622.5	197546	18514.000	1467	497.87	18535.0	247875	18175.000	1404	477.837	18184.0	228329	9860.125	753	253.174	9863.0	64097.3	2482.625	205	68.7645	2483.0	4728.55
coupled	1912.625	154	61.6255	1931.5	3797.7	7280.375	612	242.37	7353.5	58743.1	3643.500	285	112.449	3678.5	12644.9	10620.500	835	330.763	10720.5	109404	15506.000	1422	508.412	15621.0	258483	18376.375	1632	582.212	18520.5	338971	18096.500	1551	555.431	18245.5	308504	9843.125	805	289.113	9923.0	83586.4	2467.625	219	78.2851	2489.0	6128.55
coupled	1811.875	67	26.292	1804.0	691.268	6886.000	274	104.897	6855.0	11003.4	3463.375	122	48.1988	3445.5	2323.12	10084.125	360	143.152	10034.5	20492.4	14629.875	1056	409.079	14741.0	167345	17330.625	1163	461.794	17479.5	213253	17100.750	1076	431.962	17237.0	186591	9335.250	564	222.951	9397.5	49707.4	2338.875	160	62.5036	2356.5	3906.7
coupled	1747.500	185	68.0819	1757.5	4635.14	6631.125	731	272.276	6669.5	74134.1	3352.500	358	132.061	3370.0	17440	9727.125	1031	381.996	9778.5	145921	14130.125	975	344.754	14125.5	118855	16775.375	1111	397.372	16789.5	157905	16626.500	1094	391.699	16653.0	153428	9102.625	583	207.782	9116.5	43173.4	2277.625	152	56.5886	2279.0	3202.27
uncoupled	1556.750	311	116.572	1576.0	13589.1	5943.750	1190	447.66	6016.5	200399	3004.875	599	225.737	3041.0	50957.3	8720.750	1713	646.152	8830.5	417513	12478.000	3056	1043.15	12728.0	1.08816e+06	14804.250	3576	1222.77	15105.5	1.49516e+06	14653.875	3626	1239.19	14956.5	1.53558e+06	8011.125	1960	668.066	8170.5	446313	1864.750	644	221.028	1914.0	48853.4
uncoupled	1284.750	137	44.647	1286.0	1993.36	4912.500	522	169.397	4917.5	28695.4	2491.375	251	80.9549	2493.0	6553.7	7222.250	762	247.153	7229.5	61084.5	10621.875	699	293.24	10641.0	85989.6	12650.500	798	341.665	12679.5	116735	12508.375	744	329.015	12542.5	108251	6861.375	395	174.776	6881.0	30546.6	1469.500	118	52.2795	1474.0	2733.14
moving	1240.375	260	116.732	1283.0	13626.3	4743.250	996	446.817	4901.0	199646	2404.000	492	221.802	2483.0	49196	6966.375	1475	661.878	7197.5	438083	9965.250	2980	1129.3	10211.0	1.27533e+06	11862.625	3478	1317.81	12146.5	1.73663e+06	11704.875	3393	1289.13	11974.0	1.66185e+06	6430.500	1814	690.919	6576.0	477369	1354.750	507	194.062	1393.5	37659.9
moving	1337.625	544	166.965	1306.5	27877.4	5087.250	1882	581.745	4990.0	338428	2576.250	948	294.888	2523.0	86958.8	7489.000	2891	894.373	7324.5	799903	10886.625	3894	1306.74	10622.5	1.70758e+06	12993.875	4584	1527.79	12688.0	2.33415e+06	12889.875	4512	1502.51	12623.0	2.25752e+06	7056.750	2409	804.576	6893.5	647343	1699.125	908	353.858	1741.5	125215
moving	1589.125	395	127.042	1624.5	16139.6	6060.250	1578	513.634	6207.0	263820	3018.750	816	259.103	3095.5	67134.2	8875.625	2093	685.057	9110.0	469304	13120.625	1401	544.126	13227.0	296073	15580.250	1709	591.62	15729.0	350015	15364.500	1873	661.759	15480.0	437925	8331.625	1042	355.279	8398.5	126223	2177.875	164	64.8216	2211.5	4201.84
moving	1626.625	378	126.971	1660.0	16121.7	6226.750	1488	509.291	6337.0	259377	3114.875	785	255.947	3141.0	65509	9119.125	2142	705.491	9251.5	497717	13054.125	4374	1431.98	12561.0	2.05058e+06	15405.750	5353	1641.4	14842.0	2.69419e+06	15066.250	5572	1623.56	14712.0	2.63594e+06	8165.625	2927	857.776	7982.0	735780	2173.750	570	165.496	2157.0	27388.8
moving	1470.125	806	283.267	1568.5	80240.1	5617.125	3195	1084.26	5939.0	1.17562e+06	2830.625	1537	526.089	2972.5	276770	8302.875	4514	1575.77	8794.0	2.48306e+06	13068.625	3670	1327.75	13219.0	1.76291e+06	15288.250	4780	1681.07	15347.0	2.82601e+06	14787.500	5361	1791.85	14657.0	3.21071e+06	7993.625	2996	997.924	7921.0	995852	2164.625	379	119.477	2152.0	14274.8
